,matter_value,surface_history,society_moment,delay_century,union_space,science_range,separate_thick,shelter_technique,solid_different,favor_struggle,substantial_sufficient,task_text,welcome_send,connection_thinking,little_far,state_overcome,contemporary_cool,credit_version,vision_citizen,welfare_development,comfort_comment,package_concrete,confusion_concentration,classic_painful,number_support,clerk_case,pressure_pattern,panic_facility,fill_spread,fund_gas,source_station,general_sharp,temperature_motivation,government_system,lead_left,night_contact,nothing_term,certain_early,country_industry,market_speed,positive_quiet,gain_remove,frame_loan,judge_device,mission_humor,murder_breath,unusual_empty,relief_motion,save_dry,flow_catch,career_origin,ancient_narrow,unique_dead,useful_legal,tension_payment,mental_flat,mobile_soft,pick_bear,occasion_notion,inner_loose,fundamental_gradual,generation_sake,estate_soul,expense_agency,absence_self,apply_tend,trend_pride,fun_grace,grand_instant,curious_isolated,deny_hurry,cry_revenue,award_extend,aspect_variable,worship_quantity,split_reserve,survival_network,mature_logical,cast_raise,core_branc
0,0.2671932280063629,0.21569649875164032,0.293058305978775,0.5646798014640808,0.22674980759620667,0.3382059633731842,0.6304115056991577,0.5442890524864197,0.5790614485740662,0.6281890869140625,0.7633163928985596,0.37199121713638306,0.30296674370765686,0.4891160726547241,0.31252655386924744,0.23025520145893097,0.39138922095298767,0.2438904047012329,0.36895737051963806,0.3653404414653778,0.4702841341495514,0.48317432403564453,0.7278449535369873,0.35641971230506897,0.2590879499912262,0.30431291460990906,0.4965533912181854,0.4859168529510498,0.4556753635406494,0.5286151766777039,0.2767614424228668,0.31092777848243713,0.7420339584350586,0.3146187365055084,0.26881784200668335,0.19246423244476318,0.4936436116695404,0.6817389726638794,0.30415409803390503,0.21981316804885864,0.6623215079307556,0.5753114223480225,0.4209297299385071,0.47428178787231445,0.4871639013290405,0.6063040494918823,0.6145490407943726,0.5264317989349365,0.26912498474121094,0.44622641801834106,0.49959293007850647,0.6094965934753418,0.556964099407196,0.4167214632034302,0.516431987285614,0.5510190725326538,0.30367040634155273,0.36347413063049316,0.48292842507362366,0.46476486325263977,0.7686504125595093,0.5434967279434204,0.32751965522766113,0.5064128637313843,0.3446456491947174,0.41419580578804016,0.5234693884849548,0.21827514469623566,0.26589199900627136,0.630138635635376,0.5317152738571167,0.37637844681739807,0.34238705039024353,0.49713343381881714,0.6391558051109314,0.6227015852928162,0.3476977050304413,0.4574165642261505,0.5246090292930603,0.37061259150505066
1,0.26716911792755127,0.2153109908103943,0.2931922674179077,0.5648947954177856,0.22728773951530457,0.3371993899345398,0.630325436592102,0.5444355607032776,0.5797517895698547,0.6278074383735657,0.7632924318313599,0.37199121713638306,0.30272138118743896,0.4900159537792206,0.31254175305366516,0.23020461201667786,0.39160701632499695,0.243459552526474,0.3688821494579315,0.3640753924846649,0.4703271687030792,0.4835722744464874,0.7278189063072205,0.35621893405914307,0.2590700685977936,0.30604198575019836,0.49636873602867126,0.4857059121131897,0.4562987983226776,0.5291281342506409,0.2770386040210724,0.31093668937683105,0.7417986989021301,0.31427088379859924,0.2683233916759491,0.19462129473686218,0.4930756092071533,0.6816754937171936,0.3036797046661377,0.2183505743741989,0.6626514196395874,0.5760945081710815,0.41957467794418335,0.47521844506263733,0.48701751232147217,0.6052870154380798,0.6143074631690979,0.5256300568580627,0.2689193785190582,0.44583815336227417,0.4991833567619324,0.6089944243431091,0.5568809509277344,0.4178431034088135,0.5164108872413635,0.5501829981803894,0.30348050594329834,0.3635600805282593,0.4825994372367859,0.465045303106308,0.7690739035606384,0.5434654951095581,0.32772302627563477,0.5059841871261597,0.3448352813720703,0.4140089154243469,0.523338258266449,0.21827515959739685,0.26727455854415894,0.6294851899147034,0.5320865511894226,0.37636876106262207,0.34270840883255005,0.49672582745552063,0.6392120718955994,0.6230629682540894,0.3482058644294739,0.45732903480529785,0.5243346691131592,0.3688841164112091
2,0.2684924900531769,0.21479015052318573,0.2917211055755615,0.5639030337333679,0.22247347235679626,0.3319588601589203,0.6305747628211975,0.5448841452598572,0.574507474899292,0.6246107220649719,0.7611019611358643,0.3718193471431732,0.30271977186203003,0.4900359511375427,0.3083263337612152,0.21637067198753357,0.3927638828754425,0.24341686069965363,0.371121883392334,0.3644965589046478,0.47081390023231506,0.48482897877693176,0.7281481027603149,0.3559989929199219,0.257764607667923,0.30427464842796326,0.4963569939136505,0.48295271396636963,0.4548984169960022,0.5289990901947021,0.27715933322906494,0.31018272042274475,0.7424463033676147,0.3211727440357208,0.26795563101768494,0.19238127768039703,0.4931768476963043,0.6816273331642151,0.3011082410812378,0.2182876169681549,0.6606819033622742,0.5750538110733032,0.4200420379638672,0.472425252199173,0.48806869983673096,0.6044183373451233,0.6146007776260376,0.5222877860069275,0.26885899901390076,0.4470331072807312,0.4994366466999054,0.6075553297996521,0.5563984513282776,0.41770994663238525,0.5161364078521729,0.5478854775428772,0.3021817207336426,0.36360347270965576,0.48277121782302856,0.46518224477767944,0.768774151802063,0.5408757328987122,0.32468634843826294,0.505054771900177,0.3446679413318634,0.41208913922309875,0.5206871032714844,0.21827515959739685,0.2683301866054535,0.6267446875572205,0.5320263504981995,0.3763248026371002,0.3404311537742615,0.49542462825775146,0.6365820169448853,0.6229535937309265,0.3493559956550598,0.45408040285110474,0.5242730975151062,0.36888831853866577
3,0.2684924602508545,0.21479034423828125,0.29171979427337646,0.563893735408783,0.22247248888015747,0.3319581151008606,0.6305747628211975,0.5448909997940063,0.5745055675506592,0.6246090531349182,0.7611010074615479,0.37180522084236145,0.30272185802459717,0.49003612995147705,0.3083237111568451,0.21636244654655457,0.39276406168937683,0.24336637556552887,0.37112221121788025,0.36449572443962097,0.4708138406276703,0.4848296344280243,0.7281482219696045,0.3559987545013428,0.2577590346336365,0.30427470803260803,0.4963572323322296,0.48294949531555176,0.45489612221717834,0.5290015339851379,0.27715951204299927,0.3101826310157776,0.74244624376297,0.3211750388145447,0.2679558992385864,0.19237923622131348,0.49317699670791626,0.6816152930259705,0.3011054992675781,0.21828942000865936,0.6606801152229309,0.5750545263290405,0.4200407862663269,0.4724211096763611,0.4880688488483429,0.6044186949729919,0.6145995855331421,0.5222872495651245,0.26885899901390076,0.44703349471092224,0.4994356334209442,0.6075558066368103,0.5563956499099731,0.41770845651626587,0.5161369442939758,0.5477773547172546,0.3021813631057739,0.36360394954681396,0.48277097940444946,0.4651823341846466,0.7687740325927734,0.5408751964569092,0.32468461990356445,0.5050501823425293,0.3446676433086395,0.41208726167678833,0.5206859111785889,0.21827518939971924,0.26833003759384155,0.6267443299293518,0.5320261120796204,0.376324862241745,0.34043020009994507,0.4954221248626709,0.6365814208984375,0.6229525208473206,0.34935539960861206,0.45407888293266296,0.5242844223976135,0.3688881993293762
4,0.26849251985549927,0.21478773653507233,0.291719913482666,0.5638902187347412,0.22247250378131866,0.331958144903183,0.6305747628211975,0.5448899269104004,0.5745051503181458,0.6246089935302734,0.7611007690429688,0.3717985451221466,0.3027220666408539,0.4900362491607666,0.30832377076148987,0.21636219322681427,0.39276406168937683,0.2433588206768036,0.37112218141555786,0.36449572443962097,0.47081059217453003,0.48482969403266907,0.7281482219696045,0.35599803924560547,0.2577591836452484,0.3042745590209961,0.4963572323322296,0.4829496443271637,0.45489612221717834,0.5290016531944275,0.27715951204299927,0.3101826310157776,0.7424463033676147,0.32117509841918945,0.2679575979709625,0.19237923622131348,0.49317699670791626,0.6816127896308899,0.301105260848999,0.2182900309562683,0.6606801748275757,0.5750548243522644,0.4200407564640045,0.47242113947868347,0.4880688488483429,0.6044180989265442,0.6145994067192078,0.5222869515419006,0.26885902881622314,0.44703349471092224,0.4994356036186218,0.6075562238693237,0.5563956499099731,0.41770750284194946,0.5161367058753967,0.5477771162986755,0.3021813631057739,0.36360394954681396,0.4827708601951599,0.4651823937892914,0.7687739729881287,0.5408725142478943,0.32468381524086,0.5050499439239502,0.3446676433086395,0.41208699345588684,0.5206859707832336,0.2182752788066864,0.26833000779151917,0.6267444491386414,0.5320259928703308,0.3763241767883301,0.34043020009994507,0.4954221248626709,0.636580765247345,0.6229516267776489,0.3493553698062897,0.45407742261886597,0.5242851972579956,0.3688866198062897
5,0.26849257946014404,0.2147875428199768,0.2917199730873108,0.563888430595398,0.22247250378131866,0.33195823431015015,0.6305748224258423,0.5448899269104004,0.5745051503181458,0.6246091723442078,0.7611007690429688,0.3717978894710541,0.3027220666408539,0.4900362491607666,0.30832380056381226,0.2163621336221695,0.39276406168937683,0.24335873126983643,0.3711221516132355,0.36449572443962097,0.4708106219768524,0.48482972383499146,0.7281480431556702,0.35599803924560547,0.25775912404060364,0.30427446961402893,0.4963572323322296,0.4829496443271637,0.45489588379859924,0.5290019512176514,0.2771596312522888,0.3101826012134552,0.7424463629722595,0.3211751878261566,0.26795902848243713,0.19237928092479706,0.49317702651023865,0.6816138029098511,0.301105260848999,0.21829310059547424,0.6606805920600891,0.5750553011894226,0.42004069685935974,0.4724213480949402,0.48806875944137573,0.6044175028800964,0.6145994067192078,0.5222868919372559,0.26885902881622314,0.44703343510627747,0.49943554401397705,0.6075562834739685,0.5563956499099731,0.41770750284194946,0.516136646270752,0.547776997089386,0.30218586325645447,0.3636041283607483,0.4827708303928375,0.4651823043823242,0.7687742710113525,0.5408725142478943,0.3246835470199585,0.5050499439239502,0.3446676731109619,0.41208699345588684,0.5206859707832336,0.2182752639055252,0.26833006739616394,0.6267443895339966,0.5320261716842651,0.3763243556022644,0.3404301702976227,0.4954220950603485,0.636580765247345,0.6229521036148071,0.34935522079467773,0.4540773332118988,0.5242851376533508,0.36888664960861206
6,0.26849257946014404,0.2147866189479828,0.2917199730873108,0.5638882517814636,0.22247248888015747,0.3319583833217621,0.6305751800537109,0.5448900461196899,0.5745051503181458,0.6246091723442078,0.761100709438324,0.371797651052475,0.30272194743156433,0.490036278963089,0.30832383036613464,0.2163621336221695,0.39276400208473206,0.24335871636867523,0.37112197279930115,0.36449554562568665,0.4708111584186554,0.48482969403266907,0.7281482815742493,0.3559979498386383,0.257759153842926,0.3042744994163513,0.49635735154151917,0.4829495847225189,0.45489588379859924,0.5290023684501648,0.2771596908569336,0.3101825714111328,0.7424463629722595,0.3211752474308014,0.26795902848243713,0.1923794001340866,0.49317699670791626,0.6816136240959167,0.30110523104667664,0.21829307079315186,0.6606806516647339,0.5750554203987122,0.42004066705703735,0.472421258687973,0.48806869983673096,0.6044174432754517,0.614599347114563,0.5222868919372559,0.26885902881622314,0.44703346490859985,0.4994354546070099,0.607556164264679,0.5563955903053284,0.41770753264427185,0.5161371231079102,0.547777533531189,0.30218586325645447,0.3636043965816498,0.4827708303928375,0.4651823341846466,0.768774151802063,0.5408725738525391,0.32468363642692566,0.5050499439239502,0.3446677029132843,0.41208702325820923,0.5206860303878784,0.2182752639055252,0.26833006739616394,0.6267443299293518,0.5320261716842651,0.3763243556022644,0.34043020009994507,0.4954221248626709,0.6365807056427002,0.6229521632194519,0.34935522079467773,0.45407727360725403,0.5242851972579956,0.3688865303993225
7,0.26849257946014404,0.21478630602359772,0.2917199730873108,0.5638883113861084,0.22247248888015747,0.331958532333374,0.6305751800537109,0.5448899865150452,0.5745051503181458,0.624609112739563,0.7611007690429688,0.37179768085479736,0.30272188782691956,0.4900362491607666,0.30832386016845703,0.21636216342449188,0.39276406168937683,0.24335868656635284,0.371121883392334,0.3644956648349762,0.47081124782562256,0.48482993245124817,0.7281481027603149,0.3559979498386383,0.257759153842926,0.3042745292186737,0.49635714292526245,0.4829495847225189,0.45489591360092163,0.5290024280548096,0.277159720659256,0.3101826310157776,0.7424463629722595,0.32117536664009094,0.2679590582847595,0.1923794001340866,0.49317696690559387,0.6816136837005615,0.30110517144203186,0.21829289197921753,0.6606805920600891,0.5750554203987122,0.4200407862663269,0.4724213182926178,0.48806869983673096,0.6044175028800964,0.6145991086959839,0.5222868323326111,0.26885899901390076,0.44703346490859985,0.4994354546070099,0.6075561046600342,0.5563955307006836,0.41770750284194946,0.5161371231079102,0.5477771759033203,0.30218586325645447,0.3636043965816498,0.4827708601951599,0.46518224477767944,0.7687742114067078,0.5408725142478943,0.3246835768222809,0.505050003528595,0.3446676433086395,0.41208702325820923,0.5206859707832336,0.21827520430088043,0.26833006739616394,0.626744270324707,0.5320262312889099,0.37632444500923157,0.3404301702976227,0.4954221248626709,0.6365808248519897,0.6229521036148071,0.34935522079467773,0.4540773034095764,0.5242852568626404,0.36888670921325684
8,0.26849257946014404,0.21478627622127533,0.29172003269195557,0.5638881921768188,0.22247248888015747,0.33195844292640686,0.6305751204490662,0.5448899269104004,0.574505090713501,0.624609112739563,0.761100709438324,0.3717975616455078,0.30272188782691956,0.49003612995147705,0.30832383036613464,0.21636216342449188,0.39276400208473206,0.24335874617099762,0.3711218237876892,0.36449551582336426,0.47081130743026733,0.484829843044281,0.7281481623649597,0.3559979498386383,0.257759153842926,0.3042744994163513,0.4963572919368744,0.48294955492019653,0.45489588379859924,0.5290019512176514,0.27715975046157837,0.3101826012134552,0.74244624376297,0.32117539644241333,0.26795899868011475,0.19237945973873138,0.49317696690559387,0.6816135048866272,0.30110520124435425,0.21829289197921753,0.6606805324554443,0.5750554203987122,0.4200407564640045,0.4724213182926178,0.48806872963905334,0.6044174432754517,0.6145991683006287,0.5222868919372559,0.26885899901390076,0.44703343510627747,0.4994354844093323,0.6075562238693237,0.5563953518867493,0.41770750284194946,0.5161370635032654,0.5477772951126099,0.3021858334541321,0.36360442638397217,0.4827708601951599,0.46518224477767944,0.768774151802063,0.5408726334571838,0.3246835470199585,0.5050499439239502,0.3446676433086395,0.41208699345588684,0.5206859707832336,0.2182752788066864,0.2683296799659729,0.6267443299293518,0.5320262908935547,0.37632453441619873,0.34043020009994507,0.4954221546649933,0.6365808248519897,0.6229521632194519,0.34935519099235535,0.45407727360725403,0.5242851376533508,0.3688862919807434
9,0.26849260926246643,0.21478623151779175,0.2917200028896332,0.5638883113861084,0.22247245907783508,0.33195844292640686,0.6305750608444214,0.5448896288871765,0.5745051503181458,0.6246091723442078,0.7611007690429688,0.3717974126338959,0.30272185802459717,0.49003615975379944,0.30832383036613464,0.21636217832565308,0.3927640914916992,0.2433587610721588,0.3711218237876892,0.36449551582336426,0.4708113670349121,0.484829843044281,0.7281481623649597,0.3559979498386383,0.2577591836452484,0.30427443981170654,0.496357262134552,0.4829496443271637,0.454895943403244,0.5290019512176514,0.277159720659256,0.3101826012134552,0.7424463033676147,0.32117539644241333,0.26795902848243713,0.19237947463989258,0.49317702651023865,0.681613564491272,0.30110517144203186,0.2182929664850235,0.6606805920600891,0.5750555396080017,0.42004072666168213,0.4724213480949402,0.4880685806274414,0.6044175028800964,0.6145991683006287,0.5222868919372559,0.268858939409256,0.4470334053039551,0.4994354844093323,0.607556164264679,0.5563954710960388,0.4177074730396271,0.5161371231079102,0.5477772355079651,0.3021858334541321,0.3636043965816498,0.4827708899974823,0.46518221497535706,0.768774151802063,0.5408726334571838,0.32468360662460327,0.5050498843193054,0.34466758370399475,0.41208699345588684,0.5206859111785889,0.2182752788066864,0.2683296501636505,0.6267443895339966,0.5320262312889099,0.37632450461387634,0.34043022990226746,0.4954221248626709,0.6365807056427002,0.6229520440101624,0.34935519099235535,0.4540773034095764,0.5242851972579956,0.3688862919807434
